학제,학교명,지역,설립,재적학생수,재학생수,휴학생수,총장및전임교원수
산업대학,청운대학교,충남,사립,9393 ,6694 ,2699 ,178 
산업대학,경운대학교,경북,사립,1831 ,1359 ,472 ,
산업대학,한려대학교,전남,사립,,,,
기술대학,정석대학,서울,사립,122 ,112 ,10 ,
각종대학(전문),구세군사관학교,경기,사립,9 ,9 ,,
각종대학(대학),대전신학교,대전,사립,11 ,10 ,1 ,
각종대학(대학),순복음총회신학교,충북,사립,305 ,300 ,5 ,17 
각종대학(대학),한국예술종합학교,서울,특별법국립,3173 ,2652 ,521 ,128 
원격대학(전문),세계사이버대학,경기,사립,2195 ,2009 ,186 ,17 
원격대학(대학),영남사이버대학교,경북,사립,1080 ,850 ,230 ,10 
사내대학(전문),삼성중공업공과대학,경남,사립,80 ,80 ,,1 
사내대학(전문),SPC식품과학대학,서울,사립,52 ,52 ,,1 
사내대학(전문),대우조선해양공과대학,경남,사립,124 ,26 ,98 ,
사내대학(전문),현대중공업공과대학,울산,사립,123 ,118 ,5 ,1 
사내대학(전문),포스코기술대학,경북,사립,55 ,55 ,,1 
사내대학(전문),포스코기술대학,전남,사립,40 ,40 ,,
사내대학(대학),삼성전자공과대학교,경기,사립,91 ,90 ,1 ,1 
사내대학(대학),KDB금융대학교,서울,사립,113 ,92 ,21 ,1 
사내대학(대학),LH토지주택대학교,대전,사립,104 ,75 ,29 ,1 
사이버대학(대학),경희사이버대학교,서울,사립,10130 ,8364 ,1766 ,55 
사이버대학(대학),국제사이버대학교,경기,사립,2767 ,2384 ,383 ,17 
사이버대학(대학),대구사이버대학교,경북,사립,4797 ,4127 ,670 ,28 
사이버대학(대학),부산디지털대학교,부산,사립,3174 ,2465 ,709 ,20 
사이버대학(대학),서울디지털대학교,서울,사립,12462 ,10475 ,1987 ,56 
사이버대학(대학),서울사이버대학교,서울,사립,12626 ,11017 ,1609 ,56 
사이버대학(대학),세종사이버대학교 ,서울,사립,6466 ,5740 ,726 ,35 
사이버대학(대학),열린사이버대학교,서울,사립,3109 ,2820 ,289 ,17 
사이버대학(대학),원광디지털대학교,전북,사립,5125 ,4007 ,1118 ,26 
사이버대학(대학),고려사이버대학교,서울,사립,11884 ,9998 ,1886 ,43 
사이버대학(대학),숭실사이버대학교,서울,사립,5783 ,4709 ,1074 ,34 
사이버대학(대학),디지털서울문화예술대학교,서울,사립,4556 ,3705 ,851 ,31 
사이버대학(대학),한양사이버대학교,서울,사립,15917 ,13527 ,2390 ,72 
사이버대학(대학),사이버한국외국어대학교,서울,사립,6566 ,5399 ,1167 ,31 
사이버대학(대학),화신사이버대학교,부산,사립,1292 ,1121 ,171 ,12 
사이버대학(대학),글로벌사이버대학교,충남,사립,2623 ,2222 ,401 ,16 
사이버대학(대학),건양사이버대학교,대전,사립,2647 ,2578 ,69 ,9 
사이버대학(전문),영진사이버대학,대구,사립,3690 ,3401 ,289 ,27 
사이버대학(전문),한국복지사이버대학,경북,사립,1914 ,1727 ,187 ,11 
전공대학,국제예술대학,서울,사립,726 ,479 ,247 ,12 
전공대학,백석예술대학교,서울,사립,8562 ,6083 ,2479 ,169 
전공대학,정화예술대학,서울,사립,1801 ,1411 ,390 ,42 
전공대학,정화예술대학,서울,사립,674 ,589 ,85 ,16 
기능대학,ICT폴리텍대학,경기,사립,651 ,302 ,349 ,18 
기능대학,한국폴리텍Ⅰ대학 서울정수캠퍼스,서울,사립,2269 ,1516 ,753 ,69 
기능대학,한국폴리텍 I 대학 서울강서캠퍼스,서울,사립,1036 ,662 ,374 ,31 
기능대학,한국폴리텍 I 대학 성남캠퍼스,경기,사립,1835 ,1053 ,782 ,48 
기능대학,한국폴리텍대학 인천캠퍼스,인천,사립,3674 ,2328 ,1346 ,94 
기능대학,한국폴리텍 II 안성캠퍼스,경기,사립,674 ,647 ,27 ,33 
기능대학,한국폴리텍 III 대학 춘천캠퍼스,강원,사립,592 ,404 ,188 ,24 
기능대학,한국폴리텍 III 대학 강릉캠퍼스,강원,사립,94 ,72 ,22 ,3 
기능대학,한국폴리텍 III 대학 원주캠퍼스,강원,사립,12 ,12 ,,8 
기능대학,한국폴리텍 IV 대학 대전캠퍼스,대전,사립,1746 ,1071 ,675 ,51 
기능대학,한국폴리텍 IV 대학 청주캠퍼스,충북,사립,1324 ,766 ,558 ,37 
기능대학,한국폴리텍 IV 대학 아산캠퍼스,충남,사립,963 ,554 ,409 ,30 
기능대학,한국폴리텍 IV 대학 홍성캠퍼스,충남,사립,436 ,265 ,171 ,17 
기능대학,한국폴리텍V대학 광주캠퍼스,광주,사립,1390 ,871 ,519 ,43 
기능대학,한국폴리텍 V 대학 김제캠퍼스,전북,사립,946 ,597 ,349 ,29 
기능대학,한국폴리텍V대학 목포캠퍼스,전남,사립,517 ,283 ,234 ,19 
기능대학,한국폴리텍대학 익산캠퍼스,전북,사립,90 ,57 ,33 ,4 
기능대학,한국폴리텍대학 대구캠퍼스,대구,사립,1778 ,1096 ,682 ,55 
기능대학,한국폴리텍대학 구미캠퍼스,경북,사립,1044 ,606 ,438 ,37 
기능대학,한국폴리텍 Ⅵ 대학 영주캠퍼스,경북,사립,61 ,49 ,12 ,5 
기능대학,한국폴리텍대학 창원캠퍼스,경남,사립,2476 ,1541 ,935 ,63 
기능대학,한국폴리텍Ⅶ대학 부산캠퍼스,부산,사립,1681 ,1022 ,659 ,43 
기능대학,한국폴리텍 VII 대학 울산캠퍼스,울산,사립,1451 ,907 ,544 ,37 
기능대학,한국폴리텍대학바이오캠퍼스,충남,사립,580 ,386 ,194 ,25 
기능대학,한국폴리텍 섬유패션캠퍼스,대구,사립,506 ,408 ,98 ,26 
기능대학,한국폴리텍대학 안성캠퍼스,경기,사립,,,,
기능대학,한국폴리텍대학 항공캠퍼스,경남,사립,1047 ,506 ,541 ,27 
대학원대학,한국개발연구원국제정책대학원대학교,세종,사립,706 ,678 ,28 ,35 
대학원대학,대한신학대학원대학교,경기,사립,208 ,186 ,22 ,10 
대학원대학,베뢰아국제대학원대학교,서울,사립,102 ,88 ,14 ,10 
대학원대학,건신대학원대학교,대전,사립,178 ,148 ,30 ,13 
대학원대학,성산효대학원대학교,인천,사립,292 ,237 ,55 ,15 
대학원대학,원불교대학원대학교,전북,사립,65 ,48 ,17 ,10 
대학원대학,웨스트민스터신학대학원대학교,경기,사립,386 ,301 ,85 ,20 
대학원대학,합동신학대학원대학교,경기,사립,349 ,326 ,23 ,22 
대학원대학,횃불트리니티신학대학원대학교,서울,사립,524 ,435 ,89 ,26 
대학원대학,국제신학대학원대학교,서울,사립,353 ,307 ,46 ,23 
대학원대학,서울성경신학대학원대학교,서울,사립,68 ,64 ,4 ,13 
대학원대학,예일신학대학원대학교,서울,사립,112 ,60 ,52 ,6 
대학원대학,계약신학대학원대학교,경기,사립,33 ,28 ,5 ,7 
대학원대학,서울사회복지대학원대학교,서울,사립,92 ,83 ,9 ,17 
대학원대학,중앙신학대학원대학교,경기,사립,330 ,308 ,22 ,13 
대학원대학,국제법률경영대학원대학교,경기,사립,87 ,87 ,,6 
대학원대학,국제영어대학원대학교,서울,사립,96 ,90 ,6 ,5 
대학원대학,국제뇌교육종합대학원대학교,충남,사립,257 ,233 ,24 ,16 
대학원대학,서울불교대학원대학교,서울,사립,184 ,164 ,20 ,14 
대학원대학,서울외국어대학원대학교,서울,사립,154 ,147 ,7 ,9 
대학원대학,서울벤처대학원대학교,서울,사립,267 ,243 ,24 ,18 
대학원대학,성서침례대학원대학교,경기,사립,72 ,50 ,22 ,9 
대학원대학,에스라성경대학원대학교,경기,사립,113 ,76 ,37 ,7 
대학원대학,개신대학원대학교,서울,사립,123 ,108 ,15 ,5 
대학원대학,과학기술연합대학원대학교,대전,기타,1103 ,1076 ,27 ,703 
대학원대학,서울과학종합대학원대학교,서울,사립,373 ,341 ,32 ,13 
대학원대학,청심신학대학원대학교,경기,사립,76 ,70 ,6 ,7 
대학원대학,경안신학대학원대학교,경북,사립,83 ,76 ,7 ,8 
대학원대학,동방문화대학원대학교,서울,사립,248 ,212 ,36 ,18 
대학원대학,북한대학원대학교,서울,사립,199 ,177 ,22 ,11 
대학원대학,순복음대학원대학교,서울,사립,169 ,153 ,16 ,11 
대학원대학,실천신학대학원대학교,경기,사립,86 ,82 ,4 ,6 
대학원대학,한림국제대학원대학교,서울,사립,261 ,218 ,43 ,18 
대학원대학,국제문화대학원대학교,충남,사립,,,,
대학원대학,인제대학원대학교,서울,사립,59 ,58 ,1 ,6 
대학원대학,한반도국제대학원대학교,서울,사립,104 ,64 ,40 ,8 
대학원대학,한독미디어대학원대학교,서울,사립,113 ,88 ,25 ,17 
대학원대학,용문상담심리대학원대학교,서울,사립,128 ,109 ,19 ,10 
대학원대학,한국상담대학원대학교,서울,사립,204 ,177 ,27 ,17 
대학원대학,서울제일대학원대학교,서울,사립,9 ,3 ,6 ,2 
대학원대학,주안대학원대학교,인천,사립,59 ,30 ,29 ,8 
대학원대학,한국전력국제원자력대학원대학교,울산,사립,106 ,106 ,,17 
대학원대학,국제암대학원대학교,경기,특별법법인,44 ,44 ,,21 
대학원대학,능인불교대학원대학교,경기,사립,47 ,46 ,1 ,9 
대학원대학,크리스찬치유상담대학원대학교,서울,사립,156 ,145 ,11 ,17 
대학원대학,구세군사관대학원대학교,경기,사립,35 ,34 ,1 ,11 
대학원대학,한국학대학원,경기,특별법법인,289 ,277 ,12 ,55 
대학부설대학원,강릉원주대학교대학원,강원,국립,353 ,316 ,37 ,
대학부설대학원,강릉원주대학교대학원,강원,국립,56 ,53 ,3 ,
대학부설대학원,강릉원주대학교경영정책과학대학원,강원,국립,42 ,30 ,12 ,
대학부설대학원,강릉원주대학교경영정책과학대학원,강원,국립,6 ,4 ,2 ,
대학부설대학원,강릉원주대학교교육대학원,강원,국립,203 ,168 ,35 ,
대학부설대학원,강릉원주대학교교육대학원,강원,국립,39 ,33 ,6 ,
대학부설대학원,강릉원주대학교산업대학원,강원,국립,17 ,13 ,4 ,
대학부설대학원,강릉원주대학교산업대학원,강원,국립,9 ,8 ,1 ,
대학부설대학원,강원대학교일반대학원,강원,국립,2386 ,1792 ,594 ,
대학부설대학원,강원대학교 경영대학원,강원,국립,115 ,54 ,61 ,
대학부설대학원,강원대학교교육대학원,강원,국립,620 ,392 ,228 ,
대학부설대학원,강원대학교 산업과학대학원,강원,국립,152 ,87 ,65 ,
대학부설대학원,강원대학교산업대학원,강원,국립,114 ,62 ,52 ,
대학부설대학원,강원대학교법학전문대학원,강원,국립,125 ,117 ,8 ,30 
대학부설대학원,강원대학교 의학전문대학원,강원,국립,205 ,203 ,2 ,121 
대학부설대학원,강원대학교 정보과학ㆍ행정대학원,강원,국립,136 ,55 ,81 ,
대학부설대학원,강원대학교 법무전문대학원,강원,국립,1 ,,1 ,
대학부설대학원,강원대학교 방재전문대학원,강원,국립,51 ,44 ,7 ,5 
대학부설대학원,강원대학교 녹색생명산업정책대학원,강원,국립,43 ,33 ,10 ,
대학부설대학원,경북대학교 일반대학원,대구,국립,4319 ,3661 ,658 ,10 
대학부설대학원,경북대학교 경영대학원,대구,국립,381 ,340 ,41 ,
대학부설대학원,경북대학교 교육대학원,대구,국립,808 ,640 ,168 ,
대학부설대학원,경북대학교 국제대학원,대구,국립,93 ,78 ,15 ,
대학부설대학원,경북대학교 보건대학원,대구,국립,129 ,118 ,11 ,
대학부설대학원,경북대학교 산업대학원,대구,국립,285 ,249 ,36 ,
대학부설대학원,경북대학교 정책정보대학원,대구,국립,197 ,166 ,31 ,
대학부설대학원,경북대학교 행정대학원,대구,국립,177 ,156 ,21 ,
대학부설대학원,경북대학교 과학기술대학원,경북,국립,159 ,142 ,17 ,
대학부설대학원,경북대학교 법학전문대학원,대구,국립,418 ,396 ,22 ,38 
대학부설대학원,경북대학교 수사과학대학원,대구,국립,99 ,92 ,7 ,
대학부설대학원,경북대학교 의학전문대학원,대구,국립,448 ,443 ,5 ,224 
대학부설대학원,경북대학교 치의학전문대학원,대구,국립,244 ,239 ,5 ,48 
대학부설대학원,경북대학교 농업생명융합대학원,대구,국립,82 ,65 ,17 ,
대학부설대학원,경상대학교대학원,경남,국립,1568 ,1409 ,159 ,
대학부설대학원,경상대학교경영대학원,경남,국립,178 ,158 ,20 ,
대학부설대학원,경상대학교교육대학원,경남,국립,424 ,369 ,55 ,
대학부설대학원,경상대학교 보건대학원,경남,국립,45 ,41 ,4 ,
대학부설대학원,경상대학교행정대학원,경남,국립,147 ,140 ,7 ,
대학부설대학원,경상대학교 의학전문대학원,경남,국립,338 ,334 ,4 ,156 
대학부설대학원,경상대학교 융합과학기술대학원,경남,국립,141 ,128 ,13 ,
대학부설대학원,경상대학교 항공우주특성화대학원,경남,국립,53 ,50 ,3 ,
대학부설대학원,경상대학교 식의약품대학원,경남,국립,22 ,19 ,3 ,
대학부설대학원,경상대학교 토지주택대학원,경남,국립,31 ,30 ,1 ,
대학부설대학원,공주대학교대학원,충남,국립,1662 ,1419 ,243 ,1 
대학부설대학원,공주대학교경영행정대학원,충남,국립,128 ,122 ,6 ,
대학부설대학원,공주대학교교육대학원,충남,국립,893 ,774 ,119 ,
대학부설대학원,공주대학교산업과학대학원,충남,국립,108 ,82 ,26 ,
대학부설대학원,공주대학교특수교육대학원,충남,국립,196 ,161 ,35 ,
대학부설대학원,공주대학교영상예술대학원,충남,국립,,,,
대학부설대학원,공주대학교 테크노전략대학원,충남,국립,73 ,66 ,7 ,
대학부설대학원,공주대학교 안보과학대학원,충남,국립,99 ,83 ,16 ,
대학부설대학원,공주대학교 문화유산대학원,충남,국립,61 ,54 ,7 ,
대학부설대학원,군산대학교대학원,전북,국립,507 ,399 ,108 ,
대학부설대학원,군산대학교경영행정대학원,전북,국립,32 ,22 ,10 ,
대학부설대학원,군산대학교교육대학원,전북,국립,295 ,221 ,74 ,
대학부설대학원,군산대학교산업대학원,전북,국립,61 ,49 ,12 ,
대학부설대학원,금오공과대학교대학원,경북,국립,420 ,384 ,36 ,
대학부설대학원,금오공과대학교교육대학원,경북,국립,38 ,32 ,6 ,
대학부설대학원,금오공과대학교산업대학원,경북,국립,177 ,162 ,15 ,
대학부설대학원,금오공과대학교 컨설팅대학원,경북,국립,73 ,56 ,17 ,
대학부설대학원,목포대학교대학원,전남,국립,667 ,580 ,87 ,
대학부설대학원,목포대학교경영행정대학원,전남,국립,92 ,66 ,26 ,
대학부설대학원,목포대학교 교육대학원,전남,국립,461 ,400 ,61 ,
대학부설대학원,목포대학교산업기술대학원,전남,국립,54 ,48 ,6 ,
대학부설대학원,목포해양대학교대학원,전남,국립,145 ,132 ,13 ,
대학부설대학원,목포해양대학교해양산업대학원,전남,국립,17 ,15 ,2 ,
대학부설대학원,부경대학교대학원,부산,국립,1825 ,1569 ,256 ,
대학부설대학원,부경대학교 경영대학원,부산,국립,219 ,194 ,25 ,
대학부설대학원,부경대학교 교육대학원,부산,국립,467 ,396 ,71 ,2 
대학부설대학원,부경대학교 국제대학원,부산,국립,106 ,88 ,18 ,
대학부설대학원,부경대학교 산업대학원,부산,국립,238 ,206 ,32 ,
대학부설대학원,부경대학교 글로벌수산대학원,부산,국립,85 ,74 ,11 ,
대학부설대학원,부경대학교 과학기술융합전문대학원,부산,국립,31 ,29 ,2 ,8 
대학부설대학원,부산대학교 일반대학원,부산,국립,5242 ,4657 ,585 ,41 
대학부설대학원,부산대학교 경영대학원,부산,국립,460 ,403 ,57 ,
대학부설대학원,부산대학교 교육대학원,부산,국립,956 ,820 ,136 ,
대학부설대학원,부산대학교 산업대학원,부산,국립,329 ,268 ,61 ,
대학부설대학원,부산대학교 행정대학원,부산,국립,254 ,232 ,22 ,1 
대학부설대학원,부산대학교 환경대학원,부산,국립,53 ,47 ,6 ,
대학부설대학원,부산대학교 한의학전문대학원,경남,국립,258 ,243 ,15 ,47 
대학부설대학원,부산대학교 국제전문대학원,부산,국립,188 ,158 ,30 ,9 
대학부설대학원,부산대학교 법학전문대학원,부산,국립,420 ,397 ,23 ,40 
대학부설대학원,부산대학교 의학전문대학원,경남,국립,580 ,551 ,29 ,268 
대학부설대학원,부산대학교 치의학전문대학원,경남,국립,366 ,346 ,20 ,48 
대학부설대학원,부산대학교 경제통상대학원,부산,국립,168 ,144 ,24 ,
대학부설대학원,부산대학교 기술창업대학원,부산,국립,22 ,22 ,,
대학부설대학원,서울대학교 대학원,서울,국립대법인,10192 ,9124 ,1068 ,122 
대학부설대학원,서울대학교 국제대학원,서울,국립대법인,319 ,282 ,37 ,23 
대학부설대학원,서울대학교 보건대학원,서울,국립대법인,244 ,206 ,38 ,25 
대학부설대학원,서울대학교 행정대학원,서울,국립대법인,576 ,471 ,105 ,28 
대학부설대학원,서울대학교 환경대학원,서울,국립대법인,204 ,172 ,32 ,23 
대학부설대학원,서울대학교 경영전문대학원,서울,국립대법인,301 ,285 ,16 ,45 
대학부설대학원,서울대학교 법학전문대학원,서울,국립대법인,551 ,511 ,40 ,58 
대학부설대학원,서울대학교 치의학대학원,서울,국립대법인,444 ,435 ,9 ,59 
대학부설대학원,서울대학교 의학대학원,서울,국립대법인,216 ,214 ,2 ,
대학부설대학원,서울대학교 융합과학기술대학원,서울,국립대법인,274 ,263 ,11 ,29 
대학부설대학원,서울대학교 국제농업기술대학원,강원,국립대법인,16 ,16 ,,14 
대학부설대학원,순천대학교일반대학원,전남,국립,495 ,430 ,65 ,5 
대학부설대학원,순천대학교경영행정대학원,전남,국립,62 ,58 ,4 ,
대학부설대학원,순천대학교교육대학원,전남,국립,335 ,296 ,39 ,
대학부설대학원,순천대학교산업대학원,전남,국립,35 ,33 ,2 ,
대학부설대학원,순천대학교 사회문화예술대학원,전남,국립,45 ,40 ,5 ,
대학부설대학원,안동대학교대학원,경북,국립,539 ,384 ,155 ,
대학부설대학원,안동대학교교육대학원,경북,국립,232 ,148 ,84 ,
대학부설대학원,안동대학교행정경영대학원,경북,국립,134 ,91 ,43 ,
대학부설대학원,안동대학교 한국문화산업전문대학원,경북,국립,60 ,46 ,14 ,6 
대학부설대학원,전남대학교대학원,광주,국립,3803 ,3097 ,706 ,18 
대학부설대학원,전남대학교경영대학원,광주,국립,,,,
대학부설대학원,전남대학교교육대학원,광주,국립,649 ,575 ,74 ,
대학부설대학원,전남대학교산업대학원,광주,국립,194 ,165 ,29 ,
대학부설대학원,전남대학교 정책대학원,광주,국립,95 ,91 ,4 ,
대학부설대학원,전남대학교행정대학원,광주,국립,122 ,93 ,29 ,
대학부설대학원,전남대학교 경영전문대학원,광주,국립,134 ,100 ,34 ,
대학부설대학원,전남대학교 법학전문대학원,광주,국립,402 ,383 ,19 ,44 
대학부설대학원,전남대학교 의학전문대학원,광주,국립,199 ,196 ,3 ,2 
대학부설대학원,전남대학교 치의학전문대학원,광주,국립,352 ,339 ,13 ,49 
대학부설대학원,전남대학교 산학협력대학원,전남,국립,12 ,10 ,2 ,
대학부설대학원,전남대학교 수산해양대학원,전남,국립,11 ,10 ,1 ,
대학부설대학원,전남대학교 문화전문대학원,광주,국립,69 ,56 ,13 ,10 
대학부설대학원,전북대학교 대학원,전북,국립,2775 ,2462 ,313 ,11 
대학부설대학원,전북대학교 경영대학원,전북,국립,198 ,173 ,25 ,
대학부설대학원,전북대학교 교육대학원,전북,국립,518 ,416 ,102 ,
대학부설대학원,전북대학교 법무대학원,전북,국립,36 ,25 ,11 ,
대학부설대학원,전북대학교 보건대학원,전북,국립,12 ,12 ,,
대학부설대학원,전북대학교 산업기술대학원,전북,국립,66 ,54 ,12 ,
대학부설대학원,전북대학교 정보과학대학원,전북,국립,9 ,9 ,,
대학부설대학원,전북대학교 행정대학원,전북,국립,176 ,157 ,19 ,
대학부설대학원,전북대학교 환경대학원,전북,국립,44 ,40 ,4 ,
대학부설대학원,전북대학교 법학전문대학원,전북,국립,262 ,250 ,12 ,36 
대학부설대학원,전북대학교 의학전문대학원,전북,국립,458 ,452 ,6 ,161 
대학부설대학원,전북대학교 치의학전문대학원,전북,국립,161 ,157 ,4 ,41 
대학부설대학원,전북대학교 생명자원과학대학원,전북,국립,35 ,30 ,5 ,
대학부설대학원,전북대학교 유연인쇄전자전문대학원,전북,국립,29 ,28 ,1 ,6 
대학부설대학원,제주대학교대학원,제주,국립,1154 ,767 ,387 ,2 
대학부설대학원,제주대학교경영대학원,제주,국립,313 ,154 ,159 ,
대학부설대학원,제주대학교교육대학원,제주,국립,575 ,405 ,170 ,5 
대학부설대학원,제주대학교 사회교육대학원,제주,국립,80 ,55 ,25 ,
대학부설대학원,제주대학교산업대학원,제주,국립,129 ,90 ,39 ,
대학부설대학원,제주대학교 통역번역대학원,제주,국립,78 ,47 ,31 ,7 
대학부설대학원,제주대학교행정대학원,제주,국립,131 ,90 ,41 ,
대학부설대학원,제주대학교 법학전문대학원,제주,국립,128 ,115 ,13 ,28 
대학부설대학원,제주대학교 의학전문대학원,제주,국립,218 ,211 ,7 ,139 
대학부설대학원,창원대학교 대학원,경남,국립,798 ,705 ,93 ,
대학부설대학원,창원대학교 경영대학원,경남,국립,225 ,205 ,20 ,
대학부설대학원,창원대학교 교육대학원,경남,국립,159 ,138 ,21 ,
대학부설대학원,창원대학교 노동대학원,경남,국립,,,,
대학부설대학원,창원대학교 보건대학원,경남,국립,78 ,71 ,7 ,
대학부설대학원,창원대학교 사회복지대학원,경남,국립,98 ,84 ,14 ,
대학부설대학원,창원대학교 산업대학원,경남,국립,264 ,196 ,68 ,
대학부설대학원,창원대학교 산업·정보대학원,경남,국립,,,,
대학부설대학원,창원대학교 행정대학원,경남,국립,87 ,76 ,11 ,
대학부설대학원,창원대학교 그린에너지대학원,경남,국립,1 ,1 ,,
대학부설대학원,충남대학교대학원,대전,국립,3365 ,2959 ,406 ,
대학부설대학원,충남대학교경영대학원,대전,국립,247 ,209 ,38 ,2 
대학부설대학원,충남대학교교육대학원,대전,국립,819 ,700 ,119 ,
대학부설대학원,충남대학교보건대학원,대전,국립,76 ,69 ,7 ,
대학부설대학원,충남대학교산업대학원,대전,국립,216 ,202 ,14 ,
대학부설대학원,충남대학교특허법무대학원,대전,국립,88 ,76 ,12 ,
대학부설대학원,충남대학교행정대학원,대전,국립,183 ,152 ,31 ,
대학부설대학원,충남대학교 법학전문대학원,대전,국립,341 ,317 ,24 ,33 
대학부설대학원,충남대학교평화안보대학원,대전,국립,134 ,98 ,36 ,1 
대학부설대학원,충남대학교 의학전문대학원,대전,국립,441 ,435 ,6 ,163 
대학부설대학원,충남대학교 분석과학기술대학원,대전,국립,47 ,45 ,2 ,6 
대학부설대학원,충남대학교 신약전문대학원,대전,국립,39 ,31 ,8 ,7 
대학부설대학원,충남대학교 국가정책대학원,대전,국립,89 ,78 ,11 ,
대학부설대학원,충남대학교 에너지과학기술대학원,대전,국립,61 ,59 ,2 ,8 
대학부설대학원,충북대학교 대학원,충북,국립,2436 ,2240 ,196 ,
대학부설대학원,충북대학교경영대학원,충북,국립,207 ,186 ,21 ,
대학부설대학원,충북대학교 교육대학원,충북,국립,474 ,407 ,67 ,
대학부설대학원,충북대학교 법무대학원,충북,국립,40 ,36 ,4 ,
대학부설대학원,충북대학교 산업대학원,충북,국립,132 ,117 ,15 ,
대학부설대학원,충북대학교 행정대학원,충북,국립,67 ,60 ,7 ,
대학부설대학원,충북대학교 법학전문대학원,충북,국립,266 ,252 ,14 ,30 
대학부설대학원,충북대학교 의학전문대학원,충북,국립,77 ,77 ,,
대학부설대학원,충북대학교 의생명과학경영융합대학원,충북,국립,36 ,34 ,2 ,
대학부설대학원,한국교원대학교대학원,충북,국립,1279 ,1123 ,156 ,1 
대학부설대학원,한국교원대학교교육대학원,충북,국립,2557 ,1957 ,600 ,
대학부설대학원,한국교원대학교 교육정책전문대학원,충북,국립,159 ,157 ,2 ,11 
대학부설대학원,한국체육대학교 대학원,서울,국립,313 ,229 ,84 ,
대학부설대학원,한국체육대학교 교육대학원,서울,국립,75 ,61 ,14 ,
대학부설대학원,한국체육대학교 사회체육대학원,서울,국립,399 ,308 ,91 ,
대학부설대학원,한국해양대학교대학원,부산,국립,658 ,593 ,65 ,
대학부설대학원,한국해양대학교 교육대학원,부산,국립,9 ,8 ,1 ,
대학부설대학원,한국해양대학교해사산업대학원,부산,국립,137 ,129 ,8 ,
대학부설대학원,한국해양대학교해양관리기술대학원,부산,국립,,,,
대학부설대학원,한국해양대학교 해양과학기술전문대학원,부산,국립,64 ,62 ,2 ,8 
대학부설대학원,한국해양대학교 해양금융물류대학원,부산,국립,131 ,123 ,8 ,2 
대학부설대학원,한국교통대학교 대학원,충북,국립,333 ,293 ,40 ,
대학부설대학원,한국교통대학교 경영행정대학원,충북,국립,57 ,48 ,9 ,
대학부설대학원,한국교통대학교 교육대학원,충북,국립,65 ,61 ,4 ,4 
대학부설대학원,한국교통대학교 교통대학원,충북,국립,75 ,70 ,5 ,10 
대학부설대학원,한국교통대학교 산업대학원,충북,국립,149 ,138 ,11 ,
대학부설대학원,한국교통대학교 인문대학원,충북,국립,53 ,33 ,20 ,
대학부설대학원,경남과학기술대학교 대학원,경남,국립,202 ,180 ,22 ,
대학부설대학원,경남과학기술대학교 사회복지대학원,경남,국립,,,,
대학부설대학원,경남과학기술대학교 산업대학원,경남,국립,,,,
대학부설대학원,경남과학기술대학교 창업대학원,경남,국립,67 ,44 ,23 ,1 
대학부설대학원,경남과학기술대학교 산업복지대학원,경남,국립,110 ,99 ,11 ,
대학부설대학원,서울과학기술대학교 일반대학원,서울,국립,616 ,579 ,37 ,
대학부설대학원,서울과학기술대학교 산업대학원,서울,국립,410 ,325 ,85 ,
대학부설대학원,서울과학기술대학교 주택대학원,서울,국립,111 ,96 ,15 ,
대학부설대학원,서울과학기술대학교 철도전문대학원,서울,국립,229 ,211 ,18 ,8 
대학부설대학원,서울과학기술대학교 IT정책전문대학원,서울,국립,131 ,107 ,24 ,9 
대학부설대학원,서울과학기술대학교 에너지환경대학원,서울,국립,149 ,137 ,12 ,8 
대학부설대학원,서울과학기술대학교 NID융합기술대학원,서울,국립,141 ,128 ,13 ,18 
대학부설대학원,한경대학교 일반대학원,경기,국립,142 ,138 ,4 ,
대학부설대학원,한경대학교 공공정책대학원,경기,국립,94 ,88 ,6 ,
대학부설대학원,한경대학교 산업대학원,경기,국립,59 ,56 ,3 ,
대학부설대학원,한경대학교 전자정부대학원,경기,국립,,,,
대학부설대학원,한경대학교 국제개발협력대학원,경기,국립,23 ,22 ,1 ,
대학부설대학원,한경대학교 바이오정보기술대학원,경기,국립,,,,
대학부설대학원,한경대학교 미래융합기술대학원,경기,국립,99 ,96 ,3 ,8 
대학부설대학원,한밭대학교 일반대학원,대전,국립,240 ,227 ,13 ,
대학부설대학원,한밭대학교 산업대학원,대전,국립,118 ,102 ,16 ,
대학부설대학원,한밭대학교 정보통신전문대학원,대전,국립,106 ,102 ,4 ,10 
대학부설대학원,한밭대학교 창업경영대학원,대전,국립,131 ,117 ,14 ,2 
대학부설대학원,서울시립대학교대학원,서울,공립,1196 ,1083 ,113 ,3 
대학부설대학원,서울시립대학교 경영대학원,서울,공립,276 ,253 ,23 ,
대학부설대학원,서울시립대학교 교육대학원,서울,공립,144 ,112 ,32 ,3 
대학부설대학원,서울시립대학교 과학기술대학원,서울,공립,215 ,195 ,20 ,
대학부설대학원,서울시립대학교 디자인전문대학원,서울,공립,45 ,36 ,9 ,8 
대학부설대학원,서울시립대학교 도시과학대학원,서울,공립,678 ,617 ,61 ,
대학부설대학원,서울시립대학교 법학전문대학원,서울,공립,157 ,152 ,5 ,25 
대학부설대학원,서울시립대학교 세무전문대학원,서울,공립,132 ,107 ,25 ,7 
대학부설대학원,서울시립대학교 국제도시과학대학원,서울,공립,138 ,124 ,14 ,4 
